O,MO,O_tilde,MO_tilde,SE,MSE,rank,precision,recall,f1,method,sim,delta,lam,rho
0.72,0.73101884,-0.272727272727273,-0.20218377,13.244897096045433,15.559256,24.714285714285715,0.5,0.07142857142857142,0.125,random,1,0.3,0.3,0.1
0.76,0.7386688,-0.090909090909091,-0.16799305,14.74202935142015,16.471527,17.214285714285715,1.0,0.14285714285714285,0.25,gnn,1,0.3,0.3,0.12
0.72,0.7328238,-0.272727272727273,-0.19411673,12.205254528624824,15.130459,21.428571428571427,0.5,0.07142857142857142,0.125,random,1,0.3,0.3,0.12
0.76,0.73999995,-0.090909090909091,-0.16204362,14.20727465024278,16.27808,20.071428571428573,1.0,0.14285714285714285,0.25,gnn,1,0.3,0.3,0.14
0.72,0.7360011,-0.272727272727273,-0.17991619,11.760265973097432,14.850948,22.214285714285715,0.5,0.07142857142857142,0.125,random,1,0.3,0.3,0.14
0.76,0.74433273,-0.090909090909091,-0.1426787,13.66106287639623,15.789738,19.071428571428573,1.0,0.14285714285714285,0.25,gnn,1,0.3,0.3,0.16
0.72,0.74080324,-0.272727272727273,-0.15845339,11.500943588831264,14.383178,21.214285714285715,0.5,0.07142857142857142,0.125,random,1,0.3,0.3,0.16
0.76,0.7486656,-0.090909090909091,-0.12331351,13.112637701478588,15.299213,19.071428571428573,1.0,0.14285714285714285,0.25,gnn,1,0.3,0.3,0.18
0.74,0.74680036,-0.181818181818182,-0.13164987,10.678581591177435,13.394473,18.928571428571427,0.6666666666666666,0.14285714285714285,0.23529411764705882,random,1,0.3,0.3,0.18
0.76,0.74872375,-0.090909090909091,-0.123053506,12.32891284772287,14.861333,18.214285714285715,1.0,0.14285714285714285,0.25,gnn,1,0.3,0.3,0.2
0.74,0.7489149,-0.181818181818182,-0.12219917,10.434535674487305,13.366306,21.857142857142858,0.6666666666666666,0.14285714285714285,0.23529411764705882,random,1,0.3,0.3,0.2
0.76,0.7555513,-0.090909090909091,-0.09253854,11.864445151745144,14.53928,19.071428571428573,1.0,0.14285714285714285,0.25,gnn,1,0.3,0.3,0.22
0.74,0.7522747,-0.181818181818182,-0.10718291,9.41376237069757,12.976484,21.357142857142858,0.6,0.21428571428571427,0.3157894736842105,random,1,0.3,0.3,0.22
0.78,0.7637462,0.0,-0.05591217,11.82994862016611,13.930778,18.857142857142858,1.0,0.21428571428571427,0.35294117647058826,gnn,1,0.3,0.3,0.24
0.74,0.7591494,-0.181818181818182,-0.07645723,9.225686696061027,12.863674,17.928571428571427,0.6,0.21428571428571427,0.3157894736842105,random,1,0.3,0.3,0.24
0.8,0.7697433,0.090909090909091,-0.029108653,10.5197053807428,12.8381605,18.142857142857142,1.0,0.2857142857142857,0.4444444444444445,gnn,1,0.3,0.3,0.26
0.74,0.7637193,-0.181818181818182,-0.05603232,8.898386412899569,12.484269,17.928571428571427,0.6,0.21428571428571427,0.3157894736842105,random,1,0.3,0.3,0.26
0.82,0.7757407,0.1818181818181815,-0.0023040664,9.20317568410187,11.587428,17.071428571428573,1.0,0.35714285714285715,0.5263157894736842,gnn,1,0.3,0.3,0.28
0.76,0.7695896,-0.090909090909091,-0.02979569,8.68790117169154,12.198633,16.357142857142858,0.6666666666666666,0.2857142857142857,0.4,random,1,0.3,0.3,0.28
0.82,0.7817407,0.1818181818181815,0.024512507,9.160557488671117,11.527696,15.5,1.0,0.35714285714285715,0.5263157894736842,gnn,1,0.3,0.3,0.3
0.78,0.7762562,0.0,0.0,8.634784245047177,11.540781,15.928571428571429,0.8,0.2857142857142857,0.4210526315789473,random,1,0.3,0.3,0.3
0.82,0.78630567,0.1818181818181815,0.044915043,8.602974062685224,11.03633,15.714285714285714,1.0,0.35714285714285715,0.5263157894736842,gnn,1,0.3,0.3,0.32
