O,MO,O_tilde,MO_tilde,SE,MSE,rank,precision,recall,f1,method,sim,delta,lam,rho
0.8,0.7473903,0.090909090909091,-0.16662295,14.196133446444678,15.629611,15.933333333333334,1.0,0.3333333333333333,0.5,gnn,1,0.3,0.3,0.18
0.76,0.73119706,-0.090909090909091,-0.24140775,10.73890939350942,14.832583,17.266666666666666,0.6666666666666666,0.4,0.5,random,1,0.3,0.3,0.18
0.8,0.75226575,0.090909090909091,-0.1441066,14.020104164187478,15.599975,15.133333333333333,1.0,0.3333333333333333,0.5,gnn,1,0.3,0.3,0.2
0.76,0.7444713,-0.090909090909091,-0.18010353,10.506342026610955,14.617775,16.933333333333334,0.6363636363636364,0.4666666666666667,0.5384615384615385,random,1,0.3,0.3,0.2
0.8,0.75742984,0.090909090909091,-0.12025739,13.748195003564488,15.184378,14.066666666666666,1.0,0.3333333333333333,0.5,gnn,1,0.3,0.3,0.22
0.78,0.75570834,0.0,-0.12820777,10.066110726674097,14.058674,17.0,0.7,0.4666666666666667,0.56,random,1,0.3,0.3,0.22
0.8,0.7661334,0.090909090909091,-0.08006176,13.925633806332035,14.573826,15.733333333333333,1.0,0.3333333333333333,0.5,gnn,1,0.3,0.3,0.24
0.78,0.76004213,0.0,-0.108193085,9.813456250995888,13.622936,17.866666666666667,0.7,0.4666666666666667,0.56,random,1,0.3,0.3,0.24
0.82,0.77564704,0.1818181818181815,-0.036125198,13.065106110360944,13.424359,15.333333333333334,1.0,0.4,0.5714285714285715,gnn,1,0.3,0.3,0.26
0.78,0.7629248,0.0,-0.09488015,9.248230075350378,13.674042,13.666666666666666,0.75,0.4,0.5217391304347827,random,1,0.3,0.3,0.26
0.84,0.782778,0.2727272727272725,-0.0031923184,12.336768243683656,12.26634,14.4,1.0,0.4666666666666667,0.6363636363636364,gnn,1,0.3,0.3,0.28
0.78,0.772655,0.0,-0.049943253,9.436735506729555,13.587925,13.2,0.75,0.4,0.5217391304347827,random,1,0.3,0.3,0.28
0.84,0.7900263,0.2727272727272725,0.030282293,11.982955241129062,11.916316,13.133333333333333,1.0,0.4666666666666667,0.6363636363636364,gnn,1,0.3,0.3,0.3
0.78,0.78346926,0.0,0.0,8.605848989096925,12.975499,14.333333333333334,0.75,0.4,0.5217391304347827,random,1,0.3,0.3,0.3
0.84,0.794359,0.2727272727272725,0.050292023,11.809640993513586,11.430408,13.8,1.0,0.4666666666666667,0.6363636363636364,gnn,1,0.3,0.3,0.32
0.78,0.80735075,0.0,0.11029147,8.677217307159516,11.459133,13.533333333333333,0.75,0.4,0.5217391304347827,random,1,0.3,0.3,0.32
0.84,0.79869187,0.2727272727272725,0.0703023,11.551413960728599,10.91868,11.733333333333333,1.0,0.4666666666666667,0.6363636363636364,gnn,1,0.3,0.3,0.34
0.78,0.808409,0.0,0.11517864,8.660225387462562,11.263712,12.8,0.75,0.4,0.5217391304347827,random,1,0.3,0.3,0.34
0.84,0.8104164,0.2727272727272725,0.12444949,10.780245395888292,10.573667,13.733333333333333,1.0,0.4666666666666667,0.6363636363636364,gnn,1,0.3,0.3,0.36
0.76,0.8181108,-0.090909090909091,0.15998451,8.484629729501927,10.266424,13.866666666666667,0.6666666666666666,0.4,0.5,random,1,0.3,0.3,0.36
0.84,0.8147495,0.2727272727272725,0.14446087,10.244782359214947,10.154747,13.8,1.0,0.4666666666666667,0.6363636363636364,gnn,1,0.3,0.3,0.38
0.78,0.8200481,0.0,0.16893137,8.292712720856727,10.231752,12.533333333333333,0.75,0.4,0.5217391304347827,random,1,0.3,0.3,0.38
0.86,0.8207481,0.3636363636363635,0.17216416,9.945074714905033,9.62841,12.4,1.0,0.5333333333333333,0.6956521739130436,gnn,1,0.3,0.3,0.4
0.76,0.8252348,-0.090909090909091,0.1928849,7.330786178672141,9.720794,13.0,0.6666666666666666,0.4,0.5,random,1,0.3,0.3,0.4
0.86,0.823777,0.3636363636363635,0.1861526,9.803354113489188,9.319291,12.266666666666667,1.0,0.5333333333333333,0.6956521739130436,gnn,1,0.3,0.3,0.42
