sim,method,graph_kind,N,d,delta,lam,rho,k,subset_size,mean_pairwise_distance,boundary_size,density,mean_degree,degree_bias
0,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.0,0,0,,0,0.0,,
0,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.1,50,50,7.063673469387755,127,0.004081632653061225,3.0,1.0
0,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.2,100,100,7.0894949494949495,202,0.005454545454545455,3.0,1.0
0,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.30000000000000004,150,150,7.083131991051454,233,0.005906040268456376,3.0,1.0
0,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.4,200,200,7.073417085427136,223,0.006432160804020101,3.0,1.0
0,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.5,250,250,7.102008032128514,212,0.006265060240963855,3.0,1.0
0,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.6000000000000001,300,300,7.079487179487179,180,0.006176142697881829,3.0,1.0
0,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.7000000000000001,350,350,7.0893819074907904,144,0.006058125255832992,3.0,1.0
0,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.8,400,400,7.084649122807018,100,0.005902255639097745,3.0,1.0
0,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.9,450,450,7.088740410789408,50,0.005998515219005197,3.0,1.0
0,greedyWarmStartMOV,rrg,500,3,0.3,0.3,1.0,500,500,7.087663326653306,0,0.006012024048096192,3.0,1.0
1,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.0,0,0,,0,0.0,,
1,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.1,50,50,7.194285714285714,129,0.004081632653061225,3.0,1.0
1,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.2,100,100,7.1478787878787875,196,0.005454545454545455,3.0,1.0
1,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.30000000000000004,150,150,7.128680089485458,234,0.005906040268456376,3.0,1.0
