sim,method,graph_kind,N,d,delta,lam,rho,k,subset_size,mean_pairwise_distance,boundary_size,density,mean_degree,degree_bias
0,greedyWarmStartMOV,rrg,1000,3,0.3,0.3,0.0,0,0,,0,0.0,,
0,greedyWarmStartMOV,rrg,1000,3,0.3,0.3,0.1,100,100,8.058787878787879,259,0.0014141414141414141,3.0,1.0
0,greedyWarmStartMOV,rrg,1000,3,0.3,0.3,0.2,200,200,8.070653266331659,406,0.002814070351758794,3.0,1.0
0,greedyWarmStartMOV,rrg,1000,3,0.3,0.3,0.30000000000000004,300,300,8.055027870680044,464,0.002987736900780379,3.0,1.0
0,greedyWarmStartMOV,rrg,1000,3,0.3,0.3,0.4,400,400,8.061027568922306,447,0.0033333333333333335,3.0,1.0
0,greedyWarmStartMOV,rrg,1000,3,0.3,0.3,0.5,500,500,8.067831663326654,413,0.0031983967935871743,3.0,1.0
0,greedyWarmStartMOV,rrg,1000,3,0.3,0.3,0.6000000000000001,600,600,8.075514746800222,363,0.0030773511407902058,3.0,1.0
0,greedyWarmStartMOV,rrg,1000,3,0.3,0.3,0.7000000000000001,700,700,8.08086245657061,284,0.0030696913958716534,3.0,1.0
0,greedyWarmStartMOV,rrg,1000,3,0.3,0.3,0.8,800,800,8.079618272841051,199,0.0029317897371714642,3.0,1.0
0,greedyWarmStartMOV,rrg,1000,3,0.3,0.3,0.9,900,900,8.08166852057842,100,0.002981090100111235,3.0,1.0
0,greedyWarmStartMOV,rrg,1000,3,0.3,0.3,1.0,1000,1000,8.08451051051051,0,0.003003003003003003,3.0,1.0
