method,metric,delta,lambda,rho,sim,graph,selected_sensor,p_inf_selected,cand_mean_p_inf,cand_std_p_inf,rank_in_candidates,neigh_mean_p_inf,neigh_std_p_inf,true_state_t0,entropy_selected,entropy_cand_mean,entropy_neigh_mean
sequential,ov,0.1,0.3,0.20666666666666667,0,rrg,46,0.32347423,0.11444941,0.0568522,2,0.11626453,0.10217272,1,1.9362594,1.686456,1.5391755
sequential,ov,0.1,0.3,0.21,0,rrg,44,0.099991895,0.12902194,0.09683639,16,0.09999186,2.3560805e-08,1,0.32954276,1.506111,1.9493881
sequential,ov,0.1,0.3,0.21333333333333335,0,rrg,240,0.09999186,0.12453177,0.12754142,28,0.22117282,0.17137578,0,1.786039,1.5275385,1.1114426
sequential,ov,0.1,0.3,0.21666666666666667,0,rrg,283,0.09999185,0.13324559,0.121702425,39,0.033361036,0.04711511,0,1.8573807,1.683279,0.74519426
sequential,ov,0.1,0.3,0.22,0,rrg,290,0.09999186,0.1290278,0.1197315,28,0.077700414,0.03152485,0,2.443541,1.6010574,2.1520207
sequential,ov,0.1,0.3,0.22333333333333333,0,rrg,221,0.09999187,0.11400631,0.061073966,14,0.09999186,2.3560805e-08,0,1.0829427,1.5360312,1.0158863
sequential,ov,0.1,0.3,0.22666666666666666,0,rrg,1,0.6319396,0.16787691,0.16052341,2,0.08635243,0.0655699,0,0.6630615,1.4879134,1.3061908
sequential,ov,0.1,0.3,0.23,0,rrg,245,0.09999185,0.112476304,0.06737554,34,0.07170866,0.032465264,0,2.3353422,1.571783,0.81287503
sequential,ov,0.1,0.3,0.23333333333333334,0,rrg,13,0.2735534,0.1297103,0.13233072,5,0.09534956,0.0065652234,0,0.60081244,1.5177711,1.6363369
sequential,ov,0.1,0.3,0.23666666666666666,0,rrg,297,0.09999187,0.11205194,0.06559694,19,0.15091236,0.07201244,0,2.311623,1.4600662,1.6248122
sequential,ov,0.1,0.3,0.24,0,rrg,242,0.09999189,0.10538841,0.06223566,13,0.17063259,0.099901065,1,2.4034276,1.60998,1.7132553
sequential,ov,0.1,0.3,0.24333333333333335,0,rrg,269,0.09999184,0.108861454,0.05897357,41,0.07409066,0.02424963,0,2.2873635,1.3751318,1.1300658
sequential,ov,0.1,0.3,0.24666666666666667,0,rrg,23,0.53119755,0.1749895,0.1872647,4,0.13548376,0.12757175,0,0.6942961,1.3655429,1.3130364
sequential,ov,0.1,0.3,0.25,0,rrg,11,0.18748958,0.13326223,0.11215489,8,0.08892543,0.015320021,0,0.48825365,1.5519484,1.2508792
sequential,ov,0.1,0.3,0.25333333333333335,0,rrg,69,0.17269395,0.14487474,0.13608432,10,0.09024396,0.013785629,0,0.46696758,1.6268185,2.0584295
sequential,ov,0.1,0.3,0.25666666666666665,0,rrg,25,0.064928755,0.12447432,0.13097946,54,0.07104066,0.050477028,0,0.24481222,1.520186,1.5237588
sequential,ov,0.1,0.3,0.26,0,rrg,175,0.25944194,0.12796566,0.11103139,5,0.06668517,0.047102768,0,0.57687056,1.5320857,1.5030212
sequential,ov,0.1,0.3,0.2633333333333333,0,rrg,73,0.3580552,0.11669151,0.065012716,2,0.09052133,0.0642656,1,1.0628208,1.5333956,0.65688807
sequential,ov,0.1,0.3,0.26666666666666666,0,rrg,296,0.09999183,0.108447924,0.054909945,45,0.3818883,0.39866182,0,2.1276765,1.6821102,1.5858955
sequential,ov,0.1,0.3,0.27,0,rrg,72,0.09999183,0.14107361,0.16632842,49,0.12654932,0.037557922,0,0.32954258,1.5030175,1.9082779
sequential,ov,0.1,0.3,0.2733333333333333,0,rrg,64,0.37733275,0.12959805,0.11556521,4,0.18393272,0.020395577,1,1.7288758,1.5968215,2.0185597
sequential,ov,0.1,0.3,0.27666666666666667,0,rrg,268,0.09998372,0.1282339,0.14007238,26,0.097225346,0.0039009156,0,2.4355457,1.6460155,1.558899
sequential,ov,0.1,0.3,0.28,0,rrg,159,0.9846354,0.13668276,0.15608674,1,4.040936e-05,5.4156303e-06,1,0.07964119,1.578436,0.0049370546
sequential,ov,0.1,0.3,0.2833333333333333,0,rrg,204,0.19082215,0.12355685,0.102938116,7,0.10979113,0.013869748,0,0.49571726,1.5371304,1.5271047
sequential,ov,0.1,0.3,0.2866666666666667,0,rrg,227,0.09998374,0.1204902,0.1371977,13,0.09998372,1.7735928e-08,0,2.2815316,1.6566082,1.6542369
sequential,ov,0.1,0.3,0.29,0,rrg,267,0.099983715,0.11830319,0.10489614,33,0.094433576,0.007849048,0,2.3703964,1.6060504,2.0533056
sequential,ov,0.1,0.3,0.29333333333333333,0,rrg,150,0.07793544,0.14520024,0.16827062,49,0.03339558,0.047084928,0,0.28186095,1.5469538,0.48813567
sequential,ov,0.1,0.3,0.2966666666666667,0,rrg,190,0.08075756,0.13263795,0.15445802,47,0.16489601,0.14090045,0,2.320896,1.5463219,2.121847
sequential,ov,0.1,0.3,0.3,0,rrg,225,0.36465344,0.12989661,0.10868002,4,0.095721275,0.08358589,1,1.9481215,1.5673951,1.6021489
sequential,ov,0.1,0.3,0.30333333333333334,0,rrg,122,0.1797537,0.11159574,0.1260577,4,0.15957962,0.08428134,0,0.47933516,1.4457282,2.1275063
sequential,ov,0.1,0.3,0.30666666666666664,0,rrg,96,0.0075581307,0.10561232,0.07759616,59,0.023416882,0.033003543,0,1.3820175,1.6329777,0.59160346
sequential,ov,0.1,0.3,0.31,0,rrg,146,0.02790053,0.12256143,0.12874252,54,0.06158865,0.043937456,0,0.5749074,1.5845081,0.8311463
sequential,ov,0.1,0.3,0.31333333333333335,0,rrg,117,0.099983744,0.10521422,0.053485382,16,0.0999837,3.247633e-08,0,0.8821981,1.5925521,1.5270257
sequential,ov,0.1,0.3,0.31666666666666665,0,rrg,280,0.015633933,0.13708416,0.15783238,57,0.018407248,0.025917273,0,1.392608,1.6528841,0.6674044
sequential,ov,0.1,0.3,0.32,0,rrg,40,0.29993656,0.14505652,0.14645408,6,0.25248745,0.27985606,0,0.6432386,1.6645719,0.8631251
sequential,ov,0.1,0.3,0.3233333333333333,0,rrg,194,0.087363295,0.14053316,0.1721511,48,0.08366119,0.035262655,1,2.3951643,1.561142,2.0155478
sequential,ov,0.1,0.3,0.32666666666666666,0,rrg,160,0.0999837,0.094007924,0.06519028,36,0.06668294,0.047094416,0,0.33853644,1.418235,1.3399657
sequential,ov,0.1,0.3,0.33,0,rrg,67,0.9261533,0.109880075,0.11930386,1,0.06704119,0.04658779,0,0.26982883,1.561743,1.4068912
sequential,ov,0.1,0.3,0.3333333333333333,0,rrg,58,0.74997795,0.12532419,0.11153743,1,0.033369698,0.047103237,1,0.5649266,1.6786462,0.7676523
sequential,ov,0.1,0.3,0.33666666666666667,0,rrg,166,0.09998375,0.12990302,0.13259481,18,0.036370583,0.04512994,0,0.38218343,1.4927679,1.3395344
sequential,ov,0.1,0.3,0.34,0,rrg,236,0.09998373,0.13199249,0.13371144,14,0.0944336,0.007849064,0,2.3775847,1.7827381,2.3352013
sequential,ov,0.1,0.3,0.3433333333333333,0,rrg,132,0.070837244,0.120664746,0.13370141,49,0.06113794,0.04369459,0,2.227646,1.6447334,1.4473745
sequential,ov,0.1,0.3,0.3466666666666667,0,rrg,263,0.13580784,0.14279951,0.15309513,13,0.4041818,0.42070544,0,1.771783,1.6102003,0.91576225
sequential,ov,0.1,0.3,0.35,0,rrg,65,0.08427318,0.14553498,0.15706548,47,0.08127978,0.03467879,0,0.80335397,1.5165192,1.6157255
sequential,ov,0.1,0.3,0.35333333333333333,0,rrg,17,0.9939379,0.13092908,0.14718126,1,0.066756316,0.046990655,0,0.043104943,1.5811833,1.2248224
sequential,ov,0.1,0.3,0.3566666666666667,0,rrg,140,0.11934318,0.10454603,0.06747882,8,0.07710751,0.055939656,0,2.2427328,1.6647432,1.4262244
sequential,ov,0.1,0.3,0.36,0,rrg,252,0.09998372,0.11439229,0.088388585,19,0.061115354,0.043726176,0,2.3459508,1.8998674,1.105416
sequential,ov,0.1,0.3,0.36333333333333334,0,rrg,116,0.21242231,0.11981411,0.13642535,8,0.20408249,0.14949267,0,1.6599153,1.4700104,0.72479314
sequential,ov,0.1,0.3,0.36666666666666664,0,rrg,104,0.61115766,0.12678982,0.10407611,1,0.0413089,0.041650187,0,1.3005368,1.7056426,1.3224114
sequential,ov,0.1,0.3,0.37,0,rrg,86,0.5784099,0.109806694,0.096749,1,0.12471762,0.03497902,0,0.6964164,1.8182447,2.0855134
sequential,ov,0.1,0.3,0.37333333333333335,0,rrg,216,0.099983715,0.09689266,0.046227463,32,0.07529744,0.034911685,0,0.8704655,1.8306744,1.8025308
sequential,ov,0.1,0.3,0.37666666666666665,0,rrg,239,0.09998374,0.1002138,0.07330931,9,0.06110991,0.04373376,0,2.0458746,1.6195549,1.4659563
sequential,ov,0.1,0.3,0.38,0,rrg,3,0.88555187,0.10692291,0.1142933,1,0.11158389,0.041684065,0,0.38389736,1.5927746,1.829535
sequential,ov,0.1,0.3,0.38333333333333336,0,rrg,212,0.03728458,0.12662666,0.14213724,54,0.36638847,0.44925317,0,2.217551,1.5354375,0.8001425
sequential,ov,0.1,0.3,0.38666666666666666,0,rrg,277,0.099983715,0.117275715,0.13449647,25,0.04725189,0.04097222,0,2.212183,1.4900976,1.3386215
sequential,ov,0.1,0.3,0.39,0,rrg,271,0.099983715,0.0960606,0.063129805,26,0.0112752775,0.009562079,0,1.4610533,1.5366427,0.06465035
sequential,ov,0.1,0.3,0.3933333333333333,0,rrg,102,0.12942952,0.11260196,0.1330509,7,0.11871333,0.114106536,0,2.3552957,1.6781884,1.0284444
sequential,ov,0.1,0.3,0.39666666666666667,0,rrg,293,0.09998373,0.1316998,0.14893611,13,0.15208681,0.117347375,0,2.428369,1.4910651,1.9959794
sequential,ov,0.1,0.3,0.4,0,rrg,128,0.09998372,0.1284757,0.10293291,22,0.39933804,0.42430326,0,2.4578283,1.6257919,1.4449992
sequential,ov,0.1,0.3,0.4033333333333333,0,rrg,74,0.09998371,0.11192188,0.124685094,39,0.10622624,0.021694336,0,2.4578285,1.5957103,2.0066662
sequential,ov,0.1,0.3,0.4066666666666667,0,rrg,228,0.02300618,0.123163566,0.103814915,52,0.055903394,0.041644465,0,2.0748482,1.5462902,1.5414281
sequential,ov,0.1,0.3,0.41,0,rrg,31,0.98989284,0.12461627,0.1379854,1,0.08043306,0.058945857,1,0.06876696,1.7004203,1.3432671
sequential,ov,0.1,0.3,0.41333333333333333,0,rrg,195,0.3663892,0.110539846,0.08452643,4,0.11041174,0.019590663,1,2.0389214,1.5191538,1.8643538
sequential,ov,0.1,0.3,0.4166666666666667,0,rrg,101,0.0036658489,0.11437166,0.0877898,59,0.06668294,0.047094412,0,0.032693475,1.5813664,1.2407212
sequential,ov,0.1,0.3,0.42,0,rrg,291,0.099983744,0.10197417,0.065811366,7,0.06665808,0.047129575,0,2.019301,1.6618419,1.5819739
sequential,ov,0.1,0.3,0.42333333333333334,0,rrg,87,0.09998371,0.09113275,0.062295128,30,0.11348036,0.019087128,0,2.4117012,1.697744,2.282288
sequential,ov,0.1,0.3,0.4266666666666667,0,rrg,123,0.099983655,0.10118147,0.06433193,43,0.103902794,0.0055424813,0,1.1361032,1.5853854,0.685234
sequential,ov,0.1,0.3,0.43,0,rrg,153,0.09998372,0.10679318,0.07559805,18,0.68135524,0.44936547,0,2.0871334,1.549214,0.0710722
sequential,ov,0.1,0.3,0.43333333333333335,0,rrg,120,0.003940463,0.114190884,0.08502758,58,0.007840986,0.006993811,0,0.15063164,1.6179763,0.58556515
sequential,ov,0.1,0.3,0.43666666666666665,0,rrg,178,0.09998372,0.11383078,0.1007878,20,0.17754848,0.14060721,0,2.3665645,1.6092824,1.1718851
sequential,ov,0.1,0.3,0.44,0,rrg,219,0.099983715,0.11199049,0.112788856,32,0.39992356,0.424179,0,2.0101101,1.4773649,0.38746014
sequential,ov,0.1,0.3,0.44333333333333336,0,rrg,142,0.09998372,0.09038028,0.06267414,14,0.07673368,0.022174507,0,2.4503357,1.6275045,1.5639867
sequential,ov,0.1,0.3,0.44666666666666666,0,rrg,119,0.099983595,0.11002385,0.10060686,37,0.4944555,0.37524116,0,1.5482788,1.5997891,0.9933398
sequential,ov,0.1,0.3,0.45,0,rrg,77,0.8774825,0.115015864,0.12838243,1,0.033389214,0.04708942,0,0.37685993,1.4994843,0.7333073
sequential,ov,0.1,0.3,0.4533333333333333,0,rrg,33,0.9784116,0.11893295,0.126017,1,0.00020031817,0.00013186452,0,0.1096324,1.625311,0.020512616
sequential,ov,0.1,0.3,0.45666666666666667,0,rrg,2,0.0017878112,0.096674755,0.07190217,59,0.037817974,0.044283714,0,0.028249621,1.575575,0.8420963
sequential,ov,0.1,0.3,0.46,0,rrg,60,0.204399,0.08837249,0.047761727,4,0.10724157,0.090503335,0,1.2425863,1.6316414,1.0064925
sequential,ov,0.1,0.3,0.4633333333333333,0,rrg,37,0.965186,0.11236585,0.14149097,1,0.3459129,0.46213305,0,0.15768814,1.4894713,0.75752807
sequential,ov,0.1,0.3,0.4666666666666667,0,rrg,36,0.4257287,0.10967918,0.07854764,2,0.069522396,0.045936834,0,0.96381533,1.6295784,1.0465919
sequential,ov,0.1,0.3,0.47,0,rrg,203,0.11483987,0.09143796,0.0456564,7,0.08430632,0.017266741,0,2.461314,1.714398,2.4171455
sequential,ov,0.1,0.3,0.47333333333333333,0,rrg,56,0.014910092,0.10850235,0.07406379,58,0.047054127,0.040973693,0,1.9829688,1.8262709,1.4994421
sequential,ov,0.1,0.3,0.4766666666666667,0,rrg,185,0.09996745,0.09973875,0.06558767,30,0.10064726,0.014422314,0,2.4612932,1.6384615,1.7252084
sequential,ov,0.1,0.3,0.48,0,rrg,278,0.09996745,0.08230369,0.045272775,20,0.09996736,6.083374e-09,0,2.2619667,1.6814892,1.3168793
sequential,ov,0.1,0.3,0.48333333333333334,0,rrg,251,0.06564576,0.103082746,0.059548352,49,0.041266058,0.033414323,0,2.121873,1.7497761,0.7008998
sequential,ov,0.1,0.3,0.4866666666666667,0,rrg,26,0.8397786,0.11586022,0.11841121,1,0.033514347,0.04700108,0,0.44702125,1.7058502,0.7297012
sequential,ov,0.1,0.3,0.49,0,rrg,35,0.0057677096,0.0982224,0.05979527,60,0.019452503,0.02724617,0,0.050751284,1.6774368,0.12864336
sequential,ov,0.1,0.3,0.49333333333333335,0,rrg,222,0.09996745,0.08502769,0.04352271,22,0.09581261,0.008986875,0,2.3972425,1.6833565,2.1505833
sequential,ov,0.1,0.3,0.49666666666666665,0,rrg,95,0.13877802,0.09088037,0.053553056,5,0.033430994,0.047048386,0,2.0220506,1.7974583,0.6744297
sequential,ov,0.1,0.3,0.5,0,rrg,196,0.09996746,0.10175459,0.063401915,18,0.059982743,0.04309155,0,2.1014464,1.7728728,1.2513461
sequential,ov,0.1,0.3,0.5033333333333333,0,rrg,43,0.0056370217,0.090992935,0.06488707,57,0.041580904,0.05237854,0,1.202093,1.7137141,0.96948236
sequential,ov,0.1,0.3,0.5066666666666667,0,rrg,238,0.28619477,0.09109325,0.049815524,1,0.07538714,0.076522335,1,2.181929,1.7280337,1.5641145
sequential,ov,0.1,0.3,0.51,0,rrg,250,0.099967465,0.09284096,0.058026712,9,0.39994705,0.4242352,0,1.9249756,1.7797617,1.6114002
sequential,ov,0.1,0.3,0.5133333333333333,0,rrg,260,0.09996744,0.11026497,0.07834274,34,0.06675925,0.04696346,0,2.188271,1.6813709,0.78594494
sequential,ov,0.1,0.3,0.5166666666666667,0,rrg,115,0.06489789,0.101396866,0.07231624,45,0.06095181,0.08321487,0,1.8413454,1.6485051,1.3375365
sequential,ov,0.1,0.3,0.52,0,rrg,161,0.09996745,0.08286031,0.036280546,21,0.13058339,0.04047782,0,2.0814888,1.7795452,1.6401281
sequential,ov,0.1,0.3,0.5233333333333333,0,rrg,84,0.07192166,0.08057921,0.038080186,42,0.060492594,0.03346914,0,0.26699752,1.6911292,1.0874621
sequential,ov,0.1,0.3,0.5266666666666666,0,rrg,32,0.086829945,0.09696458,0.06944263,40,0.07944497,0.032592382,0,2.3405118,1.6403469,2.2108126
sequential,ov,0.1,0.3,0.53,0,rrg,211,0.09996746,0.096755154,0.060366943,18,0.08469141,0.02160356,1,2.0355349,1.5385596,0.91089934
sequential,ov,0.1,0.3,0.5333333333333333,0,rrg,171,0.099967435,0.09667874,0.07223093,32,0.09874219,0.0017327886,0,0.8013815,1.4542884,1.5175438
sequential,ov,0.1,0.3,0.5366666666666666,0,rrg,130,0.02243466,0.08328093,0.059088226,53,0.04376844,0.04068053,0,0.27502573,1.5618756,1.0539944
sequential,ov,0.1,0.3,0.54,0,rrg,38,0.959909,0.123048306,0.16269794,2,0.07161859,0.050727013,0,0.18686756,1.7076497,1.3024352
sequential,ov,0.1,0.3,0.5433333333333333,0,rrg,97,0.964125,0.11239349,0.16087186,1,0.03392836,0.046700668,0,0.19778866,1.6922618,0.77212906
sequential,ov,0.1,0.3,0.5466666666666666,0,rrg,114,0.11346843,0.103256665,0.06857376,11,0.071454994,0.0512017,1,2.4499986,1.7039659,1.6300069
sequential,ov,0.1,0.3,0.55,0,rrg,50,0.90468335,0.11117284,0.1260389,1,0.047203556,0.040516168,0,0.3279404,1.673996,1.3677697
sequential,ov,0.1,0.3,0.5533333333333333,0,rrg,176,0.19671799,0.097486354,0.06773358,5,0.3613956,0.4516484,0,2.2378635,1.7906567,0.531337
sequential,ov,0.1,0.3,0.5566666666666666,0,rrg,75,0.099967465,0.08857703,0.048672426,10,0.06714999,0.035307992,0,2.4578836,1.7631776,2.2515209
sequential,ov,0.1,0.3,0.56,0,rrg,249,0.09996745,0.08713034,0.06067475,25,0.07071296,0.04912459,0,2.4224572,1.6102734,1.0139693
sequential,ov,0.1,0.3,0.5633333333333334,0,rrg,200,0.09996746,0.0951107,0.07347608,13,0.06665956,0.048929114,0,2.404398,1.619081,1.3517288
sequential,ov,0.1,0.3,0.5666666666666667,0,rrg,145,0.11464496,0.089470394,0.062833264,8,0.08289815,0.052502256,0,2.0605664,1.6330153,1.6048756
sequential,ov,0.1,0.3,0.57,0,rrg,292,0.09996745,0.083031826,0.04780252,23,0.033399362,0.04707074,0,2.0574243,1.6512302,0.12205059
sequential,ov,0.1,0.3,0.5733333333333334,0,rrg,118,0.09996746,0.09041287,0.069115035,14,0.07979799,0.018085206,0,2.4578838,1.7059681,2.4763715
sequential,ov,0.1,0.3,0.5766666666666667,0,rrg,108,0.23005061,0.08955754,0.054816,2,0.14036487,0.13404574,0,2.2040985,1.786131,1.3487419
sequential,ov,0.1,0.3,0.58,0,rrg,21,0.7409489,0.08926773,0.09142478,1,0.36624548,0.44870532,0,0.5856841,1.6362897,0.79440284
sequential,ov,0.1,0.3,0.5833333333333334,0,rrg,91,0.0999675,0.08154421,0.056256317,6,0.12103697,0.108324386,0,2.2851233,1.7133192,0.9458971
sequential,ov,0.1,0.3,0.5866666666666667,0,rrg,157,0.099967465,0.08726239,0.053239282,5,0.40136686,0.42203864,0,2.3686297,1.7187138,1.3380302
sequential,ov,0.1,0.3,0.59,0,rrg,237,0.09996746,0.08537308,0.0524505,13,0.11765513,0.16610214,1,2.1235204,1.7372649,0.6462205
sequential,ov,0.1,0.3,0.5933333333333334,0,rrg,189,0.011323582,0.077527076,0.040852133,57,0.033690076,0.04686626,0,0.084344506,1.7241455,0.7843054
sequential,ov,0.1,0.3,0.5966666666666667,0,rrg,183,0.099967435,0.0995827,0.07451407,35,0.14355874,0.12850913,0,2.3698106,1.741131,1.5465565
sequential,ov,0.1,0.3,0.6,0,rrg,80,0.06298717,0.08992017,0.050904106,49,0.07500331,0.053801652,0,1.8634523,1.8079374,1.4628435
sequential,ov,0.1,0.3,0.6033333333333334,0,rrg,163,0.06371015,0.08794668,0.06359406,43,0.020372197,0.026078817,0,2.242291,1.6537035,0.56088716
sequential,ov,0.1,0.3,0.6066666666666667,0,rrg,264,0.099967465,0.08178764,0.048829265,8,0.000467988,0.0004929246,0,1.3752375,1.6456455,0.018032815
sequential,ov,0.1,0.3,0.61,0,rrg,92,0.13927029,0.08366262,0.055028554,4,0.14084171,0.057618205,0,2.0872047,1.783312,1.7466336
sequential,ov,0.1,0.3,0.6133333333333333,0,rrg,202,0.058820993,0.09027719,0.12906787,42,0.3779907,0.44204006,0,1.5599716,1.632305,0.8324588
sequential,ov,0.1,0.3,0.6166666666666667,0,rrg,288,0.09996744,0.09656852,0.12772109,26,0.09996743,4.7512668e-08,0,2.4509869,1.5950739,2.0440366
sequential,ov,0.1,0.3,0.62,0,rrg,187,0.037183408,0.07637408,0.056956735,44,0.05992368,0.03697567,0,1.8710835,1.4742116,2.1382983
sequential,ov,0.1,0.3,0.6233333333333333,0,rrg,98,0.099967405,0.102185,0.13310032,33,0.06802107,0.045179013,0,0.37585548,1.5395802,1.6085296
sequential,ov,0.1,0.3,0.6266666666666667,0,rrg,218,0.09996746,0.11271892,0.13573655,19,0.04211555,0.042290837,0,2.262334,1.6065165,1.1812712
sequential,ov,0.1,0.3,0.63,0,rrg,235,0.099967465,0.0839388,0.06724361,8,0.36103448,0.45187184,0,1.9197241,1.5956619,0.14802079
sequential,ov,0.1,0.3,0.6333333333333333,0,rrg,253,0.099967465,0.08558583,0.06422912,10,0.041852478,0.042368118,0,2.2894738,1.6614116,0.72778565
sequential,ov,0.1,0.3,0.6366666666666667,0,rrg,143,0.09996745,0.10117128,0.13260195,25,0.06115452,0.04365905,0,2.1578171,1.5745636,1.6370245
sequential,ov,0.1,0.3,0.64,0,rrg,234,0.099967465,0.09174334,0.12888296,9,0.015234064,0.021321181,0,2.1687675,1.6419474,0.81150794
sequential,ov,0.1,0.3,0.6433333333333333,0,rrg,294,0.09996745,0.092772976,0.13516563,19,0.0333972,0.047072306,0,2.1051064,1.5525987,0.43150616
sequential,ov,0.1,0.3,0.6466666666666666,0,rrg,129,0.036247823,0.074069634,0.05781455,42,0.043339726,0.03150429,0,2.1921284,1.5714134,1.6315209
sequential,ov,0.1,0.3,0.65,0,rrg,289,0.099967465,0.07356978,0.053287737,7,0.41025317,0.41407037,0,1.9691118,1.6426142,1.1945633
sequential,ov,0.1,0.3,0.6533333333333333,0,rrg,139,0.094392024,0.07267132,0.04456705,28,0.05540238,0.03906956,0,2.3143673,1.5896893,1.3640951
sequential,ov,0.1,0.3,0.6566666666666666,0,rrg,209,0.009362458,0.09413241,0.12875868,53,0.00014730012,2.1864184e-05,0,1.9685359,1.6474738,0.015896425
sequential,ov,0.1,0.3,0.66,0,rrg,66,0.08020484,0.08181966,0.061227135,34,0.02219452,0.016556215,0,2.2827084,1.6994578,1.2392746
sequential,ov,0.1,0.3,0.6633333333333333,0,rrg,272,0.0055875215,0.09699514,0.13326448,57,0.011349858,0.0113203395,0,1.3261864,1.6240195,0.7040872
sequential,ov,0.1,0.3,0.6666666666666666,0,rrg,254,0.09996746,0.084363215,0.12743454,15,0.033474643,0.04701755,0,1.7810847,1.5026505,0.8315211
sequential,ov,0.1,0.3,0.67,0,rrg,207,0.45870042,0.10037236,0.14012954,2,0.19217795,0.14557858,1,1.1552222,1.6475482,1.0382054
sequential,ov,0.1,0.3,0.6733333333333333,0,rrg,156,0.09996745,0.07818188,0.03880567,26,0.044466063,0.041507367,0,2.068853,1.6060827,1.4123096
sequential,ov,0.1,0.3,0.6766666666666666,0,rrg,81,0.066406116,0.09917445,0.12813985,41,0.07697017,0.0556956,0,1.7145581,1.5810966,1.4244419
sequential,ov,0.1,0.3,0.68,0,rrg,186,0.080911435,0.08163028,0.06623246,35,0.04749836,0.049600855,0,2.4427545,1.5354946,1.2379555
sequential,ov,0.1,0.3,0.6833333333333333,0,rrg,127,0.008899685,0.087883,0.06679131,55,0.00012792398,4.926615e-05,0,1.9583061,1.5518624,0.01390045
sequential,ov,0.1,0.3,0.6866666666666666,0,rrg,133,0.012813857,0.08688726,0.11506075,51,0.031177929,0.04389902,0,1.3063173,1.4466287,0.61957663
sequential,ov,0.1,0.3,0.69,0,rrg,131,0.099967435,0.09243407,0.11537562,29,0.05240691,0.040928043,0,2.228921,1.4963555,1.2787391
sequential,ov,0.1,0.3,0.6933333333333334,0,rrg,103,0.02505689,0.105542436,0.16227822,49,0.01879925,0.026370786,0,1.8398621,1.4257716,0.8362003
sequential,ov,0.1,0.3,0.6966666666666667,0,rrg,89,0.09996746,0.097718365,0.1191505,21,0.3328451,0.47048387,0,0.9528563,1.5044456,0.017406387
sequential,ov,0.1,0.3,0.7,0,rrg,284,0.09996746,0.10945239,0.16251764,20,0.038831558,0.04373844,0,2.4107316,1.3561538,1.3535198
sequential,ov,0.1,0.3,0.7033333333333334,0,rrg,258,0.099967465,0.08915473,0.12939589,8,0.10402898,0.09057337,0,2.2855468,1.5466379,1.0048972
sequential,ov,0.1,0.3,0.7066666666666667,0,rrg,57,0.13556917,0.10470865,0.16239356,7,0.00785689,0.010964613,0,0.417853,1.5003892,0.2559833
sequential,ov,0.1,0.3,0.71,0,rrg,144,0.024053877,0.112104796,0.16181597,49,0.02102895,0.024578853,0,2.1023781,1.4304639,0.8499437
sequential,ov,0.1,0.3,0.7133333333333334,0,rrg,85,0.12304902,0.103080235,0.13107723,9,0.3333162,0.4711388,0,1.0883062,1.5314187,0.013447999
sequential,ov,0.1,0.3,0.7166666666666667,0,rrg,83,0.99043703,0.10708785,0.16783042,1,0.33301938,0.47089055,1,0.06735128,1.4707072,0.007041335
sequential,ov,0.1,0.3,0.72,0,rrg,270,0.085481316,0.08430188,0.081189685,30,0.002448637,0.003056587,0,2.3340654,1.5522363,0.69573206
sequential,ov,0.1,0.3,0.7233333333333334,0,rrg,180,0.09996745,0.08523917,0.10886704,24,0.06657352,0.036108382,0,2.3955548,1.5670588,1.9911917
sequential,ov,0.1,0.3,0.7266666666666667,0,rrg,198,0.0047866325,0.085742086,0.11584466,55,0.00014183066,1.6116097e-05,0,1.0862145,1.4834595,0.015373153
sequential,ov,0.1,0.3,0.73,0,rrg,24,0.045302756,0.094177134,0.11451993,43,0.071601026,0.040116183,0,0.19977327,1.5222104,2.118556
sequential,ov,0.1,0.3,0.7333333333333333,0,rrg,99,0.14505182,0.09394079,0.08710512,8,0.00013752737,2.6863976e-05,0,0.65488017,1.4890226,0.014932706
sequential,ov,0.1,0.3,0.7366666666666667,0,rrg,136,0.021892775,0.08971746,0.11696847,46,0.00440334,0.0057665515,0,1.7963563,1.5074874,0.6628308
sequential,ov,0.1,0.3,0.74,0,rrg,8,0.5993237,0.099586576,0.13186695,2,0.3533977,0.45657757,0,0.68732166,1.5294821,0.68663126
sequential,ov,0.1,0.3,0.7433333333333333,0,rrg,233,0.015355533,0.0940171,0.11945984,52,0.017557565,0.024609406,0,1.4701413,1.5303314,0.745646
sequential,ov,0.1,0.3,0.7466666666666667,0,rrg,191,0.099967435,0.10744574,0.13148203,33,0.06672878,0.047006585,0,1.2769748,1.5163143,1.419742
sequential,ov,0.1,0.3,0.75,0,rrg,28,0.19575115,0.085424185,0.0744973,2,0.0842424,0.118842065,0,1.5903703,1.6184014,0.6445757
sequential,ov,0.1,0.3,0.7533333333333333,0,rrg,61,0.07911897,0.096439995,0.11865528,38,0.03338251,0.0470827,0,0.2918333,1.5618641,0.75759625
sequential,ov,0.1,0.3,0.7566666666666667,0,rrg,7,0.8579208,0.095733926,0.12816761,1,0.027491437,0.03826958,0,0.70912886,1.5191119,0.85574967
sequential,ov,0.1,0.3,0.76,0,rrg,184,0.15389018,0.08342344,0.08078911,5,0.00020161142,5.494357e-05,0,1.9143422,1.5361924,0.021007622
sequential,ov,0.1,0.3,0.7633333333333333,0,rrg,169,0.099967405,0.086506106,0.086135715,31,0.094422735,0.007841425,0,2.2221558,1.6405079,2.2662654
