method,metric,delta,lambda,rho,sim,graph,selected_sensor,p_inf_selected,cand_mean_p_inf,cand_std_p_inf,rank_in_candidates,neigh_mean_p_inf,neigh_std_p_inf,true_state_t0,entropy_selected,entropy_cand_mean
random,N/A,0.1,0.3,0.2,0,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.30000000000000004,0,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.4,0,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.5,0,rrg,2,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.6000000000000001,0,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.7000000000000001,0,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.8,0,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.9,0,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,1.0,0,rrg,0,0.08333332,,,1,0.08333332,0.0,0,1.2424533,
random,N/A,0.2,0.3,0.2,0,rrg,4,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.30000000000000004,0,rrg,5,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.4,0,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.5,0,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.6000000000000001,0,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.7000000000000001,0,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.8,0,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.9,0,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,1.0,0,rrg,0,0.08333332,,,1,0.08333332,0.0,0,1.2424533,
random,N/A,0.3,0.3,0.2,0,rrg,3,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.30000000000000004,0,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.4,0,rrg,2,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.5,0,rrg,2,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.6000000000000001,0,rrg,2,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.7000000000000001,0,rrg,2,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.8,0,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.9,0,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,1.0,0,rrg,0,0.08333332,,,1,0.08333332,0.0,0,1.2424533,
random,N/A,0.1,0.3,0.2,1,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.30000000000000004,1,rrg,3,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.4,1,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.5,1,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.6000000000000001,1,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.7000000000000001,1,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.8,1,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.9,1,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,1.0,1,rrg,0,0.08333332,,,1,0.08333332,0.0,0,1.2424533,
random,N/A,0.2,0.3,0.2,1,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.30000000000000004,1,rrg,3,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.4,1,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.5,1,rrg,2,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.6000000000000001,1,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.7000000000000001,1,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.8,1,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.9,1,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,1.0,1,rrg,0,0.08333332,,,1,0.08333332,0.0,1,1.2424533,
random,N/A,0.3,0.3,0.2,1,rrg,4,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.30000000000000004,1,rrg,3,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.4,1,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.5,1,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.6000000000000001,1,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.7000000000000001,1,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.8,1,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.9,1,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,1.0,1,rrg,0,0.08333332,,,1,0.08333332,0.0,0,1.2424533,
random,N/A,0.1,0.3,0.2,2,rrg,5,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.30000000000000004,2,rrg,2,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.4,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.5,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.6000000000000001,2,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,1,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.7000000000000001,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.8,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.9,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,1.0,2,rrg,0,0.08333332,,,1,0.08333332,0.0,0,1.2424533,
random,N/A,0.2,0.3,0.2,2,rrg,3,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.30000000000000004,2,rrg,2,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.4,2,rrg,3,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.5,2,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.6000000000000001,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.7000000000000001,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.8,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.9,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,1.0,2,rrg,0,0.08333332,,,1,0.08333332,0.0,0,1.2424533,
random,N/A,0.3,0.3,0.2,2,rrg,4,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.30000000000000004,2,rrg,4,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.4,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.5,2,rrg,2,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.6000000000000001,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.7000000000000001,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.8,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,0.9,2,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.3,0.3,1.0,2,rrg,0,0.08333332,,,1,0.08333332,0.0,0,1.2424533,
random,N/A,0.1,0.3,0.2,3,rrg,5,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.30000000000000004,3,rrg,5,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.4,3,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.5,3,rrg,2,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.6000000000000001,3,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.7000000000000001,3,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.8,3,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,0.9,3,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.1,0.3,1.0,3,rrg,0,0.08333332,,,1,0.08333332,0.0,0,1.2424533,
random,N/A,0.2,0.3,0.2,3,rrg,5,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.30000000000000004,3,rrg,5,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.4,3,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.5,3,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.6000000000000001,3,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.7000000000000001,3,rrg,1,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.8,3,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
random,N/A,0.2,0.3,0.9,3,rrg,0,0.08333332,0.08333332,0.0,1,0.08333332,0.0,0,1.2424533,1.2424533367156982
