sim,method,graph_kind,N,d,delta,lam,rho,k,subset_size,mean_pairwise_distance,boundary_size,density,mean_degree,degree_bias
0,greedyMOV,rrg,500,3,0.3,0.3,0.0,0,0,,0,0.0,,
0,greedyMOV,rrg,500,3,0.3,0.3,0.1,50,50,6.940408163265306,118,0.008979591836734694,3.0,1.0
0,greedyMOV,rrg,500,3,0.3,0.3,0.2,100,100,7.043636363636364,197,0.006060606060606061,3.0,1.0
0,greedyMOV,rrg,500,3,0.3,0.3,0.30000000000000004,150,150,7.0522595078299775,246,0.005100671140939597,3.0,1.0
0,greedyMOV,rrg,500,3,0.3,0.3,0.4,200,200,7.046231155778894,246,0.005075376884422111,3.0,1.0
0,greedyMOV,rrg,500,3,0.3,0.3,0.5,250,250,7.03421686746988,227,0.005269076305220883,3.0,1.0
