sim,method,graph_kind,N,d,delta,lam,rho,k,subset_size,mean_pairwise_distance,boundary_size,density,mean_degree,degree_bias
0,greedyWarmStartMOV,rrg,300,3,0.3,0.3,0.2,60,60,6.322033898305085,122,0.010169491525423728,3.0,1.0
0,greedyWarmStartMOV,rrg,300,3,0.3,0.3,0.3,90,90,6.319101123595505,145,0.009987515605493134,3.0,1.0
0,greedyWarmStartMOV,rrg,300,3,0.3,0.3,0.4,120,120,6.3124649859943975,138,0.010224089635854342,3.0,1.0
1,greedyWarmStartMOV,rrg,300,3,0.3,0.3,0.2,60,60,6.291525423728814,136,0.007344632768361582,3.0,1.0
1,greedyWarmStartMOV,rrg,300,3,0.3,0.3,0.3,90,90,6.260174781523096,147,0.009238451935081148,3.0,1.0
1,greedyWarmStartMOV,rrg,300,3,0.3,0.3,0.4,120,120,6.264005602240896,146,0.009523809523809525,3.0,1.0
2,greedyWarmStartMOV,rrg,300,3,0.3,0.3,0.2,60,60,6.29774011299435,120,0.0062146892655367235,3.0,1.0
2,greedyWarmStartMOV,rrg,300,3,0.3,0.3,0.3,90,90,6.300124843945069,145,0.008239700374531835,3.0,1.0
2,greedyWarmStartMOV,rrg,300,3,0.3,0.3,0.4,120,120,6.282633053221288,138,0.010924369747899159,3.0,1.0
