method,metric,delta,lambda,rho,sim,graph,selected_sensor,p_inf_selected,cand_mean_p_inf,cand_std_p_inf,rank_in_candidates,neigh_mean_p_inf,neigh_std_p_inf,true_state_t0,entropy_selected,entropy_cand_mean,entropy_neigh_mean,frontier_selected,frontier_rank,frontier_cand_mean
sequential,mov,0.2,0.3,0.21,0,rrg,9,0.17532638,0.18762706,0.19705373,9,0.13526408,0.09629351,0,2.1192477,2.037865161895752,1.4916214,0.07682196,9,0.10983668267726898
sequential,mov,0.2,0.3,0.22,0,rrg,69,0.24006829,0.14396115,0.06529183,2,0.14395122,0.10197699,0,2.0097547,2.219794750213623,1.4767227,0.09611706,5,0.06442752480506897
sequential,mov,0.2,0.3,0.23,0,rrg,12,0.09041646,0.14822248,0.06462075,16,0.08441643,0.06040958,0,2.3495317,2.1658987998962402,1.5529232,0.05427761,15,0.0767466276884079
sequential,mov,0.2,0.3,0.24,0,rrg,13,0.124854475,0.13125294,0.07650911,11,0.10932675,0.06671954,0,2.4596348,2.138322591781616,2.2909913,0.06676456,9,0.0895041823387146
sequential,mov,0.2,0.3,0.25,0,rrg,97,0.1990428,0.14227834,0.068871714,5,0.3954494,0.41203064,0,1.6916059,2.2517380714416504,0.7694662,0.32910183,1,0.0767395943403244
sequential,mov,0.2,0.3,0.26,0,rrg,90,0.22005917,0.13853638,0.078627795,4,0.21281703,0.023459911,0,2.1867218,2.093248128890991,2.1989331,0.024225151,20,0.06882317364215851
sequential,mov,0.2,0.3,0.27,0,rrg,89,0.15591642,0.20713392,0.19570799,12,0.16823904,0.10746253,0,2.2511442,2.025963068008423,2.102186,0.09406792,10,0.13445799052715302
sequential,mov,0.2,0.3,0.28,0,rrg,76,0.15424454,0.17211834,0.1999722,10,0.12868594,0.07006172,0,2.3750703,2.0350282192230225,2.2046304,0.061213348,15,0.1367286592721939
sequential,mov,0.2,0.3,0.29,0,rrg,33,0.26765946,0.16971141,0.20061596,2,0.20220006,0.066139445,0,2.0266452,2.098708391189575,2.0146716,0.08186,6,0.11462245881557465
sequential,mov,0.2,0.3,0.3,0,rrg,6,0.28652406,0.18377948,0.20210446,2,0.14226376,0.15359233,0,2.0205245,2.084794521331787,1.4066806,0.19151165,3,0.13849252462387085
sequential,mov,0.2,0.3,0.31,0,rrg,43,0.18444529,0.14172621,0.095346764,7,0.13690245,0.060440343,0,2.3415372,2.0816986560821533,2.2101705,0.051715225,12,0.0840049609541893
sequential,mov,0.2,0.3,0.32,0,rrg,47,0.16478284,0.12307545,0.0849319,6,0.015133199,0.020361884,0,2.129318,2.1452107429504395,0.7754054,0.14964963,3,0.08568210154771805
sequential,mov,0.2,0.3,0.33,0,rrg,65,0.47991335,0.15854113,0.1654815,2,0.04576984,0.06472423,0,1.4562825,1.966102957725525,0.5562566,0.43414354,2,0.13370917737483978
sequential,mov,0.2,0.3,0.34,0,rrg,27,0.25868055,0.1900745,0.18408456,5,0.10785677,0.1525325,0,1.8570503,1.9424670934677124,0.6926673,0.19408362,7,0.17655816674232483
sequential,mov,0.2,0.3,0.35,0,rrg,3,0.1676256,0.14889613,0.20475887,5,0.16114861,0.055639043,0,2.2366395,2.0868353843688965,2.2053936,0.050008792,14,0.11680614948272705
sequential,mov,0.2,0.3,0.36,0,rrg,78,0.15038307,0.2584442,0.32189742,7,0.107122935,0.048453417,0,2.4325366,1.7465355396270752,2.2843478,0.05957806,16,0.25356942415237427
sequential,mov,0.2,0.3,0.37,0,rrg,34,0.3608436,0.16843453,0.21658646,2,0.1289842,0.09102906,0,1.9072932,1.8807045221328735,1.5702907,0.2318594,3,0.1324445903301239
sequential,mov,0.2,0.3,0.38,0,rrg,86,0.146644,0.2946511,0.36052722,10,0.118099116,0.13895757,0,2.3625276,1.5651953220367432,1.3396401,0.13956581,10,0.3038991689682007
sequential,mov,0.2,0.3,0.39,0,rrg,75,0.3165078,0.2659406,0.2876599,6,1.3922158e-08,1.9688903e-08,0,1.5450866,1.718410849571228,1.5611448e-06,0.3165078,4,0.21125748753547668
sequential,mov,0.2,0.3,0.4,0,rrg,21,0.41955307,0.2151616,0.21072295,2,0.12931801,0.18288328,0,1.5691434,1.9608720541000366,0.61997235,0.29023507,4,0.17196272313594818
sequential,mov,0.2,0.3,0.41,0,rrg,7,0.70712066,0.1979078,0.22787957,2,0.08194659,0.115889974,1,0.8619118,1.9329249858856201,0.6652598,0.62517405,2,0.1695430427789688
sequential,mov,0.2,0.3,0.42,0,rrg,81,0.30150935,0.15132329,0.20604509,2,0.10068823,0.14239466,0,1.8704808,1.8958799839019775,0.65336984,0.20119135,6,0.16777917742729187
sequential,mov,0.2,0.3,0.43,0,rrg,5,0.3808349,0.2389898,0.33187798,4,0.108252265,0.15309182,1,1.0103273,1.5989854335784912,0.63674134,0.27258265,5,0.2221669703722
sequential,mov,0.2,0.3,0.44,0,rrg,29,0.25736138,0.19387455,0.27589542,3,0.26425323,0.30546114,0,2.2356522,1.7601035833358765,1.1052966,0.2830883,7,0.21418876945972443
sequential,mov,0.2,0.3,0.45,0,rrg,98,0.16318004,0.17721151,0.2770322,4,0.11547649,0.037275136,0,2.478008,1.811707854270935,2.3923614,0.050311327,14,0.17638447880744934
sequential,mov,0.2,0.3,0.46,0,rrg,53,0.19258784,0.1949828,0.27773005,4,0.09233419,0.07509779,0,2.0706856,1.8393748998641968,1.308581,0.10025364,6,0.17070379853248596
sequential,mov,0.2,0.3,0.47,0,rrg,22,0.12894619,0.22813888,0.3286472,8,0.0713264,0.100870766,0,1.845269,1.669342041015625,0.59449583,0.114308454,7,0.23300640285015106
sequential,mov,0.2,0.3,0.48,0,rrg,77,0.35355088,0.21163061,0.28005615,3,3.275178e-05,4.6318015e-05,0,1.5567079,1.6111348867416382,0.0016698992,0.35351813,4,0.2242954969406128
sequential,mov,0.2,0.3,0.49,0,rrg,19,0.14574212,0.28810236,0.33482924,10,0.121432185,0.05227493,0,2.1793983,1.5410852432250977,2.030793,0.052557524,17,0.31455710530281067
sequential,mov,0.2,0.3,0.5,0,rrg,25,0.2627071,0.17613532,0.27318805,3,0.3733971,0.4456005,1,1.3538935,1.6922874450683594,0.6766457,0.38083744,4,0.18458884954452515
sequential,mov,0.2,0.3,0.51,0,rrg,4,0.1266132,0.24000266,0.32942075,9,0.37502673,0.4421158,0,2.0963295,1.4780951738357544,1.5346456,0.3338382,6,0.2530534863471985
sequential,mov,0.2,0.3,0.52,0,rrg,54,0.9999996,0.18607,0.27975222,2,4.5620994e-13,6.451783e-13,1,6.3006555e-06,1.6809278726577759,4.57422e-11,0.9999996,1,0.2425665408372879
sequential,mov,0.2,0.3,0.53,0,rrg,70,0.13915895,0.13089249,0.21175016,5,0.08820301,0.04412627,0,2.527725,1.7227928638458252,2.386565,0.058502603,11,0.15476396679878235
sequential,mov,0.2,0.3,0.54,0,rrg,52,0.13990135,0.22800517,0.33239815,7,0.09402826,0.06712027,0,2.1789434,1.5031017065048218,1.4607207,0.054138184,14,0.22616061568260193
sequential,mov,0.2,0.3,0.55,0,rrg,10,0.050592184,0.23286593,0.2799485,16,0.0597284,0.084468715,0,1.816414,1.6293556690216064,0.7380368,0.07659246,17,0.2884424030780792
sequential,mov,0.2,0.3,0.56,0,rrg,49,0.08680229,0.20493436,0.3005852,10,0.38103166,0.441558,0,1.9292057,1.6189062595367432,0.73048335,0.35209754,4,0.21687057614326477
sequential,mov,0.2,0.3,0.57,0,rrg,88,0.9999988,0.25913355,0.3351767,2,0.03476934,0.047201175,1,2.0601257e-05,1.5750629901885986,0.69271684,0.96522945,1,0.2492823600769043
sequential,mov,0.2,0.3,0.58,0,rrg,60,0.033110853,0.2510235,0.338402,14,0.06818656,0.09306183,1,2.1585836,1.5015228986740112,1.3165776,0.076028235,10,0.25609034299850464
sequential,mov,0.2,0.3,0.59,0,rrg,40,0.07576119,0.3427848,0.39079788,16,0.0,0.0,0,1.3046145,1.2426503896713257,0.0,0.07576119,15,0.37213653326034546
sequential,mov,0.2,0.3,0.6,0,rrg,91,0.30662417,0.22293451,0.3387536,5,0.25293112,0.35769862,1,1.3496419,1.6444756984710693,0.28718665,0.35513917,5,0.2694895267486572
sequential,mov,0.2,0.3,0.61,0,rrg,24,0.014465337,0.29265645,0.37079188,18,0.333125,0.4711099,0,2.2451496,1.4339245557785034,0.0021790448,0.33794677,10,0.369920551776886
sequential,mov,0.2,0.3,0.62,0,rrg,82,0.015130689,0.28230032,0.37471873,17,0.0,0.0,0,1.3547738,1.427574872970581,0.0,0.015130688,19,0.28483811020851135
sequential,mov,0.2,0.3,0.63,0,rrg,93,1.0,0.3035925,0.40424722,1,0.119685434,0.14584996,1,1.5273968e-09,1.3864387273788452,1.2703121,0.8803146,4,0.3325135111808777
sequential,mov,0.2,0.3,0.64,0,rrg,87,0.99999976,0.1643852,0.22358355,1,0.36717463,0.4493905,1,4.078169e-06,1.718898057937622,0.6339585,0.6328253,1,0.19741997122764587
sequential,mov,0.2,0.3,0.65,0,rrg,79,0.072534375,0.2087647,0.28724527,12,0.13922568,0.1700277,0,2.172818,1.611396074295044,1.3025513,0.13736683,10,0.2478192299604416
sequential,mov,0.2,0.3,0.66,0,rrg,28,0.014982639,0.15913607,0.21859916,16,0.0017119842,0.0024211113,0,0.88315624,1.6630089282989502,0.5440535,0.013270654,19,0.20575006306171417
sequential,mov,0.2,0.3,0.67,0,rrg,94,0.19360343,0.28523886,0.3225079,9,0.33333334,0.4714045,0,1.6285428,1.4912059307098389,1.81156e-07,0.39786783,5,0.3222842812538147
sequential,mov,0.2,0.3,0.68,0,rrg,85,0.072235934,0.16688846,0.22701126,13,0.0044674207,0.0063178875,0,1.6511883,1.7284390926361084,0.613844,0.067768514,14,0.22846660017967224
